XForce,YForce,ZForce,Tforce,VAngle,XYForce,XYForceAverage
-1.93337707519531,-1.31794738769531,-17.9880004882813,-0.178897094726563,-0.0054931640625,2.33985731009899,0.467971462019798
0.446163940429687,0.732192993164063,-8.06358642578125,-0.178897094726563,-0.00701904296875,0.857419874377947,0.639455436895387
1.33849182128906,1.75726318359375,-6.2027587890625,-0.103875732421875,-0.01556396484375,2.2089667838317,1.08124879366173
1.78465576171875,-1.75726318359375,-8.6838623046875,-0.0981048583984375,-0.02655029296875,2.50458980359059,1.58216675437985
-5.35396728515625,-3.80740356445313,-24.1907592773438,-0.334710693359375,-0.0360107421875,6.56972507743922,2.89611176986769
0.297442626953125,2.92877197265625,-13.6460693359375,-0.11541748046875,-0.05523681640625,2.94383718709876,3.01690774526764
-2.52826232910156,-3.95384216308594,-29.7732421875,-0.236605834960938,-0.05859375,4.69307769543081,3.78403930947822
0.446163940429687,1.61082458496094,-17.367724609375,-0.057708740234375,-0.01708984375,1.67147183800814,3.67654032031351
-4.01547546386719,-4.83247375488281,-33.4948974609375,-0.265460205078125,-0.02532958984375,6.28306022512522,4.43223440462043
1.33849182128906,0.58575439453125,-6.2027587890625,-0.0519378662109375,-0.0506591796875,1.4610505009651,3.41049948932561
-5.05652465820312,-3.80740356445313,-21.0893798828125,-0.305856323242187,-0.05767822265625,6.32967325551853,4.08766670300956
0.148721313476563,1.31794738769531,-14.88662109375,-0.057708740234375,-0.02685546875,1.3263119338282,3.41431355068904
-1.04104919433594,-2.343017578125,-17.9880004882813,-0.173126220703125,-0.0091552734375,2.56388665826519,3.59279651474045
0.892327880859375,0.878631591796875,-4.96220703125,-0.144271850585938,-0.04119873046875,1.2522949017953,2.58664345007446
-0.743606567382813,0.58575439453125,-6.2027587890625,-0.225064086914062,-0.05645751953125,0.946603896974611,2.48375412927637
-0.148721313476563,0.58575439453125,-15.5068969726563,-0.06925048828125,-0.03509521484375,0.60433950706111,1.33868737958488
1.93337707519531,-0.146438598632813,-1.86082763671875,-0.0750213623046875,-0.0128173828125,1.93891494864017,1.46120798254728
-0.446163940429687,-0.732192993164063,-6.2027587890625,-0.242376708984375,-0.03265380859375,0.857419874377947,1.11991462576983
0.446163940429687,2.48945617675781,-11.7852416992187,-0.0865631103515625,-0.05401611328125,2.52912125405987,1.37527989622274
-2.379541015625,-2.343017578125,-28.5326904296875,-0.225064086914062,-0.03997802734375,3.33945307145413,1.85384973111865
2.23081970214844,1.46438598632813,-0.62027587890625,-0.0403961181640625,-0.01678466796875,2.66851697773273,2.26668522525297
-5.05652465820312,-5.71110534667969,-29.1529663085938,-0.328939819335938,-0.01953125,7.62792015557908,3.40448626664075
1.1897705078125,0.58575439453125,-16.1271728515625,-0.092333984375,-0.04974365234375,1.32614556967668,3.4982314057005
-4.01547546386719,-4.53959655761719,-32.8746215820313,-0.2308349609375,-0.0592041015625,6.06069138851742,4.20454543259201
1.93337707519531,-0.58575439453125,-5.58248291015625,-0.034625244140625,-0.02899169921875,2.0201621532945,3.94068724896008
-1.1897705078125,-2.92877197265625,-17.9880004882813,-0.30008544921875,-0.02105712890625,3.16121165521659,4.03922618445685
0.59488525390625,2.48945617675781,-13.0257934570313,-0.080792236328125,-0.04150390625,2.55954693672781,3.0255515406866
0.59488525390625,0.292877197265625,-14.2663452148437,-0.057708740234375,-0.054931640625,0.66307278483834,2.89293698371893
0.59488525390625,-0.146438598632813,-13.0257934570313,-0.103875732421875,-0.03448486328125,0.612644047130669,1.80332751544158
0.297442626953125,0.439315795898438,-6.82303466796875,-0.132730102539063,-0.01800537109375,0.530537920279647,1.50540266883861
1.1897705078125,0,-1.86082763671875,-0.109646606445313,-0.0372314453125,1.1897705078125,1.11111443935779
0.743606567382813,1.90370178222656,-8.06358642578125,-0.16158447265625,-0.057373046875,2.0437786579538,1.00796078360299
-1.04104919433594,0.732192993164063,-13.6460693359375,-0.103875732421875,-0.03814697265625,1.27274899499707,1.12989602563474
